id_area;id_programa;ies;nome_programa;inicio_mestrado;inicio_doutorado;conceito_recomendado;id_instituicao 
2;31005012004P9;PUC-RIO;INFORMÁTICA;1967;1975;7;83
2;31001017004P3;UFRJ;ENGENHARIA DE SISTEMAS E COMPUTAÃ‡ÃƒO;1971;1971;7;137
2;25001019004P6;UFPE;CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO;1975;1992;6;131
2;32001010004P6;UFMG;CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO;1974;1990;6;124
2;42001013004P4;UFRGS;COMPUTAÃ‡ÃƒO;1973;1988;6;136
2;33003017005P8;UNICAMP;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;1977;1993;6;182
2;33002010176P0;USP;CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO;1997;1997;6;249
2;33002045004P1;USP/SC;CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO E MATEMÃTICA COMPUTACIONAL;1974;1996;5;254
2;31003010046P4;UFF;COMPUTAÃ‡ÃƒO;1995;2002;5;118
2;24009016005P0;UFCG;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;1973;2005;5;116
2;31001017110P8;UFRJ;INFORMÁTICA;1997;;5;137
2;42005019016P8;PUC/RS;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;1994;2004;4;80
2;22001018031P5;UFC;CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO;1995;2005;4;115
2;40003019004P1;PUC/PR;INFORMÁTICA APLICADA;1996;2006;4;79
2;33001014008P4;UFSCAR;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;1988;;4;143
2;22002014002P1;UNIFOR;INFORMÁTICA APLICADA;1999;;4;203
2;40001016034P5;UFPR;INFORMÁTICA;1996;;4;133
2;23001011022P9;UFRN;SISTEMAS E COMPUTAÃ‡ÃƒO;1999;;4;138
2;12001015012P2;UFAM;INFORMÁTICA;2001;;4;113
2;42007011006P5;UNISINOS;COMPUTAÃ‡ÃƒO APLICADA;2000;;4;224
2;51001012012P2;UFMS;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;1999;;4;125
2;30001013007P0;UFES;INFORMÁTICA;1994;;4;117
2;32006012017P2;UFU;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2001;;4;148
2;41001010025P2;UFSC;CIÃŠNCIAS DA COMPUTAÃ‡ÃƒO;1992;;4;142
2;32008015011P7;PUC/MG;INFORMÁTICA;2005;;3;78
2;24001015047P4;UFPB/J.P.;INFORMÁTICA;2006;;3;130
2;25004018011P1;FESP/UPE;ENGENHARIA DA COMPUTAÃ‡ÃƒO;2006;;3;37
2;53001010054P6;UNB;INFORMÁTICA;1989;;3;157
2;33020019003P0;UNISANTOS;INFORMÁTICA;2004;;3;222
2;33007012009P9;UNIMEP;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2000;;3;209
2;40004015019P5;UEM;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2002;;3;102
2;31007015009P3;IME;SISTEMAS E COMPUTAÃ‡ÃƒO;1971;;3;60
2;52001016027P2;UFG;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2004;;3;119
2;42006015006P9;UCPEL;INFORMÁTICA;2006;;3;94
2;33111014002P5;FEESR;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2002;;3;33
2;32002017027P2;UFV;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2004;;3;149
2;33004153073P2;UNESP/SJRP;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2006;;3;177
2;28013018005P5;UNIFACS;SISTEMAS E COMPUTAÃ‡Ã‚O;2006;;3;193
2;15001016047P9;UFPA;CIÃŠNCIA DA COMPUTAÃ‡ÃƒO;2005;;3;128
3;33003017002P9;UNICAMP;FÍSICA;1970;1969;7;182
3;32001010002P3;UFMG;FÍSICA;1968;1974;7;124
3;33002010002P2;USP;FÍSICA;1970;1970;7;249
3;25001019002P3;UFPE;FÍSICA;1973;1975;7;131
3;33002045002P9;USP/SC;FÍSICA;1975;1975;7;254
3;42001013002P1;UFRGS;FÍSICA;1968;1964;7;136
3;33002010004P5;USP;ASTRONOMIA;1973;1979;7;249
3;31001017002P0;UFRJ;FÍSICA;1972;1979;7;137
3;31009018001P5;CBPF;FÍSICA;1962;1962;7;1
3;22001018002P5;UFC;FÍSICA;1976;1989;6;115
3;33015015001P7;IFT/UNESP;FÍSICA;1971;1971;6;59
3;31003010002P7;UFF;FÍSICA;1977;1985;6;118
3;24001015002P0;UFPB/J.P.;FÍSICA;1973;1980;5;130
3;33001014011P5;UFSCAR;FÍSICA;1988;1991;5;143
3;40004015011P4;UEM;FÍSICA;1997;;5;102
3;53001010002P6;UNB;FÍSICA;1969;1990;5;157
3;40001016020P4;UFPR;FÍSICA;1984;1994;5;133
3;23001011010P0;UFRN;FÍSICA;1986;1994;5;138
3;41001010020P0;UFSC;FÍSICA;1988;1996;5;142
3;31005012002P6;PUC-RIO;FÍSICA;1965;1968;5;83
3;40004015016P6;UEM;FÍSICA - UEM/UEL;;2000;4;102
3;31013015001P9;ON;ASTRONOMIA;1969;1975;4;77
3;30001013005P7;UFES;FÍSICA;1992;2003;4;117
3;31004016022P0;UERJ;FÍSICA;1997;2003;4;108
3;33010013010P4;INPE;ASTROFÍSICA;1994;1994;4;67
3;32005016008P7;UFJF;FÍSICA;1999;2006;4;121
3;26001012002P6;UFAL;FÃSICA DA MATÃ‰RIA CONDENSADA;1992;1999;4;112
3;42002010019P1;UFSM;FÍSICA;1994;1999;4;145
3;33004080051P4;UNESP/GUAR;FÍSICA;1990;1990;4;170
3;27001016008P7;FUFSE;FÍSICA;1994;2006;4;49
3;32005016023P6;UFJF;FÍSICA  - UFV;;2006;4;121
3;33011010001P5;ITA;FÍSICA;1961;1969;4;71
3;32006012018P9;UFU;FÍSICA;2002;;4;148
3;52001016009P4;UFG;FÍSICA;1992;;4;119
3;32002017025P0;UFV;FISICA APLICADA;2001;;4;149
3;33051011007P7;UNIVAP;FÍSICA E ASTRONOMIA;2004;;4;234
3;40002012014P0;UEL;FÍSICA;1996;;3;101
3;28001010002P5;UFBA;FÍSICA;1975;2007;3;114
3;20001010013P1;UFMA;FÍSICA;2005;;3;123
3;13001019002P0;UFRR;FÍSICA;2006;;3;140
3;33004137063P6;UNESP/RC;FÍSICA;2000;;3;175
3;32003013006P1;UNIFEI;FÍSICA E MATEMÁTICA APLICADA;2006;;3;199
3;40005011008P0;UEPG;CIÃŠNCIAS;2003;;3;107
3;50001019012P0;UFMT;FÍSICA;2005;;3;126
3;15001016037P3;UFPA;FÍSICA;2002;;3;128
3;41002016011P4;UDESC;FÍSICA;2006;;3;97
3;12001015006P2;UFAM;FÍSICA;1999;;3;113
3;31001017118P9;UFRJ;ASTRONOMIA;2003;;3;137
3;51001012004P0;UFMS;FÍSICA;1995;;2;125
4;33001014005P5;UFSCAR;QUÍMICA;1980;1987;7;143
4;33003017007P0;UNICAMP;QUÍMICA;1972;1972;7;182
4;33002010191P0;USP;QUÍMICA;1970;1970;7;249
4;33004030072P8;UNESP/ARAR;QUÍMICA;1993;1993;7;165
4;42002010012P7;UFSM;QUÍMICA;1985;1993;7;145
4;41001010022P3;UFSC;QUÍMICA;1971;1988;7;142
4;33002045005P8;USP/SC;FÍSICO-QUÍMICA;1971;1976;6;254
4;31001017006P6;UFRJ;QUÃMICA ORGÃ‚NICA;1963;1963;6;137
4;25001019036P5;UFPE;QUIMICA;1989;1989;6;131
4;32001010005P2;UFMG;QUÍMICA;1967;1969;6;124
4;42001013040P0;UFRGS;QUÍMICA;1985;1998;6;136
4;33002029031P8;USP/RP;QUÍMICA;1995;1995;5;253
4;24001015030P4;UFPB/J.P.;QUIMICA;1986;1999;5;130
4;31001017010P3;UFRJ;FÍSICO-QUÍMICA;1973;1991;5;137
4;33002045015P3;USP/SC;QUÍMICA (QUÍMICA ANALÍTICA);1985;1989;5;254
4;28001010004P8;UFBA;QUIMICA;1968;1992;5;114
4;22001018005P4;UFC;QUÃMICA INORGÃ‚NICA;1977;2000;5;115
4;31005012005P5;PUC-RIO;QUÃMICA (QUÃMICA ANALÃTICA INORGÃ‚NICA);1969;1971;5;83
4;31003010027P0;UFF;QUÃMICA ORGÃ‚NICA;1991;1999;5;118
4;40004015002P5;UEM;QUÍMICA;1987;2001;5;102
4;53001010005P5;UNB;QUÍMICA;1974;1991;5;157
4;40001016026P2;UFPR;QUÍMICA;1991;1999;5;133
4;23001011012P3;UFRN;QUIMICA;1990;2002;4;138
4;31001017009P5;UFRJ;QUÍMICA DE PRODUTOS NATURAIS;1964;1989;4;137
4;22001018004P8;UFC;QUÃMICA ORGÃ‚NICA;1976;1991;4;115
4;31001017104P8;UFRJ;QUÃMICA INORGÃ‚NICA;1993;1993;4;137
4;31007015003P5;IME;QUÍMICA;1969;1972;4;60
4;32005016009P3;UFJF;QUÍMICA;2001;2006;4;121
4;31002013001P0;UFRRJ;QUÃMICA ORGÃ‚NICA;1966;1994;4;141
4;26001012003P2;UFAL;QUÍMICA E BIOTECNOLOGIA;1992;2000;4;112
4;31004016037P8;UERJ;QUÍMICA;2004;;4;108
4;52001016035P5;UFG;QUÍMICA;;2006;4;119
4;32006012011P4;UFU;QUÍMICA;1998;;4;148
4;31003010047P0;UFF;QUÍMICA;2002;;4;118
4;33093016004P8;UNIFRAN;CIÃŠNCIAS;2002;2006;3;204
4;15001016007P7;UFPA;QUIMICA;1987;2005;3;128
4;12001015002P7;UFAM;QUÍMICA;1987;;3;113
4;31033016013P0;UENF;CIÃŠNCIAS NATURAIS;2003;2006;3;104
4;40002012018P6;UEL;QUÍMICA DOS RECURSOS NATURAIS;2000;;3;101
4;27001016010P1;FUFSE;QUIMICA;2003;;3;49
4;30001013021P2;UFES;QUÍMICA;2006;;3;117
4;40014010002P7;UNICENTRO;QUÍMICA APLICADA;2006;;3;186
4;33078017003P0;UNICSUL;QUÍMICA;2005;;3;189
4;21001014003P9;FUFPI;QUIMICA;1999;;3;48
4;28006011003P0;UESB;QUIMICA;2005;;3;109
4;31001017117P2;UFRJ;QUÍMICA ANALÍTICA;2001;;3;137
4;52001016019P0;UFG;QUÍMICA;1999;;3;119
4;51001012007P9;UFMS;QUÍMICA;1996;;3;125
4;20001010004P2;UFMA;QUIMICA;1995;;3;123
4;13001019003P6;UFRR;QUIMICA;2006;;3;140
4;52012018001P1;UEG;CIÃŠNCIAS MOLECULARES;2006;;3;100
4;41006011005P0;FURB;QUÍMICA;2002;;3;52
4;40005011009P6;UEPG;QUÍMICA APLICADA;2005;;3;107
4;28005015004P0;UNEB;QUÍMICA APLICADA;2006;;3;159
5;42001013005P0;UFRGS;GEOCIÃŠNCIAS;1968;1968;7;136
5;33002010127P0;USP;GEOCIÃŠNCIAS (GEOQUÃMICA E GEOTECTÃ”NICA);1986;1986;7;249
5;33002010124P0;USP;METEOROLOGIA;1973;1979;7;249
5;53001010006P1;UNB;GEOLOGIA;1975;1988;6;157
5;15001016017P2;UFPA;GEOLOGIA E GEOQUÍMICA;1992;1992;6;128
5;31003010004P0;UFF;GEOCIÃŠNCIAS (GEOQUÃMICA);1972;1991;6;118
5;33010013003P8;INPE;METEOROLOGIA;1968;1974;6;67
5;33010013008P0;INPE;GEOFÍSICA ESPACIAL;1994;1994;6;67
5;40001016002P6;UFPR;CIÃŠNCIAS GEODÃ‰SICAS;1971;1983;5;133
5;33010013005P0;INPE;SENSORIAMENTO REMOTO;1972;1998;5;67
5;33002010015P7;USP;OCEANOGRAFIA (OCEANOGRAFIA FÍSICA);1972;1983;5;249
5;33003017038P3;UNICAMP;GEOCIÃŠNCIAS;1983;1994;5;182
5;33002010178P3;USP;OCEANOGRAFIA QUÃMICA E GEOLÃ“GICA;1998;1998;5;249
5;33002010016P3;USP;GEOFÍSICA;1975;1979;5;249
5;24009016001P5;UFCG;METEOROLOGIA;1978;2003;5;116
5;33004137035P2;UNESP/RC;GEOLOGIA REGIONAL;1986;1986;5;175
5;33004129043P0;UNESP/PP;CIÃŠNCIAS CARTOGRÃFICAS;1997;2000;5;174
5;31001017011P0;UFRJ;GEOLOGIA;1968;1968;5;137
5;32007019004P4;UFOP;EVOLUÃ‡ÃƒO CRUSTAL E RECURSOS NATURAIS;1984;1995;5;127
5;23001011018P1;UFRN;GEODINÃ‚MICA E GEOFÃSICA;1996;1999;4;138
5;33002010013P4;USP;GEOCIÃŠNCIAS (MINERALOGIA E PETROLOGIA);1970;1970;4;249
5;32001010039P4;UFMG;GEOLOGIA;1988;2001;4;124
5;40001016028P5;UFPR;GEOLOGIA;1992;1992;4;133
5;33002010126P3;USP;GEOCIÃŠNCIAS (RECURSOS MINERAIS E HIDROGEOLOGIA);1970;1970;4;249
5;33004137036P9;UNESP/RC;GEOCIÃŠNCIAS E MEIO AMBIENTE;1986;1986;4;175
5;42004012007P2;FURG;OCEANOGRAFIA FÃSICA, QUÃMICA E GEOLÃ“GICA;1997;2004;4;53
5;31004016023P7;UERJ;ANÃLISE DE BACIAS E FAIXAS MÃ“VEIS;1995;2001;4;108
5;42007011002P0;UNISINOS;GEOLOGIA;1992;1998;4;224
5;28001010005P4;UFBA;GEOLOGIA;1976;1992;4;114
5;25001019007P5;UFPE;GEOCIÃŠNCIAS;1973;1992;4;131
5;33002010128P6;USP;GEOCIÃŠNCIAS (GEOLOGIA SEDIMENTAR);1970;1970;4;249
5;15001016016P6;UFPA;GEOFÍSICA;1992;1992;4;128
5;42001013052P9;UFRGS;SENSORIAMENTO REMOTO;1990;;4;136
5;22001018027P8;UFC;GEOLOGIA;1995;;4;115
5;12001015008P5;UFAM;GEOCIÃŠNCIAS;2000;;4;113
5;42003016019P4;UFPEL;METEOROLOGIA;1995;;4;132
5;28001010007P7;UFBA;GEOFÍSICA;1969;1972;4;114
5;31003010029P2;UFF;GEOLOGIA E GEOFÍSICA MARINHA;1991;2000;3;118
5;33117012003P0;UnG;ANÁLISE GEOAMBIENTAL;2005;;3;178
5;50001019011P3;UFMT;GEOCIÃŠNCIAS;2005;;3;126
5;26001012005P5;UFAL;METEOROLOGIA;1999;;3;112
5;31013015002P5;ON;GEOFÍSICA;1999;1999;3;77
5;25001019052P0;UFPE;CIÃŠNCIAS GEODÃ‰SICAS E TECNOLOGIAS DA GEOINFORMAÃ‡ÃƒO;2001;;3;131
6;33003017024P2;UNICAMP;GENÃ‰TICA E BIOLOGIA MOLECULAR;1980;1980;7;182
6;42001013068P2;UFRGS;BIOLOGIA CELULAR E MOLECULAR;1998;1998;7;136
6;42001013010P4;UFRGS;GENÃ‰TICA E BIOLOGIA MOLECULAR;1968;1963;7;136
6;33003017009P3;UNICAMP;BIOLOGIA VEGETAL;1977;1977;6;182
6;31001017016P1;UFRJ;CIÃŠNCIAS BIOLÃ“GICAS (GENÃ‰TICA);1976;1978;6;137
6;33003017033P1;UNICAMP;BIOLOGIA CELULAR E ESTRUTURAL;1980;1994;6;182
6;33002029005P7;USP/RP;CIÃŠNCIAS BIOLÃ“GICAS (GENÃ‰TICA);1971;1971;6;253
6;31004016001P3;UERJ;BIOLOGIA (BIOCIÃŠNCIAS NUCLEARES);1975;1994;6;108
6;33002010021P7;USP;CIÃŠNCIAS BIOLÃ“GICAS (BIOLOGIA GENÃ‰TICA);1970;1970;6;249
6;33002010018P6;USP;CIÃŠNCIAS BIOLÃ“GICAS (BOTÃ‚NICA);1970;1970;6;249
6;33002010027P5;USP;CIÃŠNCIAS BIOLÃ“GICAS (ZOOLOGIA);1970;1970;6;249
6;53001010007P8;UNB;CIÃŠNCIAS BIOLÃ“GICAS (BIOLOGIA MOLECULAR);1973;1991;6;157
6;33002010156P0;USP;BIOTECNOLOGIA;1991;1999;5;249
6;25001019010P6;UFPE;BIOLOGIA DE FUNGOS;1980;2000;5;131
6;33004064012P8;UNESP/BOT;CIÃŠNCIAS BIOLÃ“GICAS (ZOOLOGIA);1980;1980;5;168
6;33002029018P1;USP/RP;ENTOMOLOGIA;1980;1993;5;253
6;32001010068P4;UFMG;BIOINFORMÁTICA;;2002;5;124
6;33004064026P9;UNESP/BOT;CIÃŠNCIAS BIOLÃ“GICAS (GENÃ‰TICA);1983;1983;5;168
6;40001016005P5;UFPR;CIÃŠNCIAS BIOLÃ“GICAS (ENTOMOLOGIA);1969;1974;5;133
6;53003012005P4;UCB;CIÃŠNCIAS GENÃ”MICAS E BIOTECNOLOGIA;2000;2003;5;89
6;22003010017P5;FUNECE;BIOTECNOLOGIA;;2006;5;51
6;32001010054P3;UFMG;GENÃ‰TICA;1998;2003;5;124
6;42005019002P7;PUC/RS;BIOCIÃŠNCIAS (ZOOLOGIA);1978;1992;5;80
6;25001019045P4;UFPE;CIÃŠNCIAS BIOLÃ“GICAS;2004;1994;5;131
6;33001014012P1;UFSCAR;GENÃ‰TICA E EVOLUÃ‡ÃƒO;1991;1991;5;143
6;28002016002P8;UEFS;BOTÃ‚NICA;2000;2002;5;99
6;33002010188P9;USP;BIOINFORMÁTICA;;2002;5;249
6;42001013007P3;UFRGS;BOTÃ‚NICA;1969;1992;5;136
6;15001016032P1;UFPA;GENÃ‰TICA E BIOLOGIA MOLECULAR;2001;2001;5;128
6;32007019006P7;UFOP;CIÃŠNCIAS BIOLÃ“GICAS;1995;2002;5;127
6;53001010045P7;UNB;BIOLOGIA ANIMAL;1998;1998;5;157
6;32001010061P0;UFMG;BIOLOGIA VEGETAL;2000;2000;5;124
6;33004137046P4;UNESP/RC;CIÃŠNCIAS BIOLÃ“GICAS (BIOLOGIA CELULAR E MOLECULAR);1990;1990;5;175
6;40004015001P9;UEM;CIÃŠNCIAS BIOLÃ“GICAS (BIOLOGIA CELULAR);1987;1999;5;102
6;33004137005P6;UNESP/RC;CIÃŠNCIAS BIOLÃ“GICAS (BIOLOGIA VEGETAL);1976;1976;5;175
6;42001013057P0;UFRGS;BIOLOGIA ANIMAL;1994;1999;5;136
6;33002029033P0;USP/RP;BIOLOGIA COMPARADA;1998;1998;5;253
6;25001019038P8;UFPE;BIOLOGIA VEGETAL;1992;1998;5;131
6;31003010039P8;UFF;BIOLOGIA MARINHA;1996;2002;5;118
6;33008019005P0;UMC;BIOTECNOLOGIA;2000;2005;4;152
6;31001017100P2;UFRJ;BIOTECNOLOGIA VEGETAL;1993;1993;4;137
6;42004012001P4;FURG;OCEANOGRAFIA BIOLÃ“GICA;1979;1992;4;53
6;33002010025P2;USP;OCEANOGRAFIA (OCEANOGRAFIA BIOLÃ“GICA);1973;1974;4;249
6;31001017019P0;UFRJ;CIÃŠNCIAS BIOLÃ“GICAS (ZOOLOGIA);1972;1994;4;137
6;40001016008P4;UFPR;ZOOLOGIA;1975;1987;4;133
6;32002017021P4;UFV;BOTÃ‚NICA;1995;2002;4;149
6;31001017014P9;UFRJ;CIÃŠNCIAS BIOLÃ“GICAS (BOTÃ‚NICA);1972;1997;4;137
6;33004153072P6;UNESP/SJRP;BIOLOGIA ANIMAL;2002;2006;4;177
6;42005019029P2;PUC/RS;BIOLOGIA CELULAR E MOLECULAR;2003;2003;4;80
6;31002013012P2;UFRRJ;BIOLOGIA ANIMAL;1995;1995;4;141
6;25001019041P9;UFPE;BIOLOGIA ANIMAL;1994;;4;131
6;33004137003P3;UNESP/RC;CIÃŠNCIAS BIOLÃ“GICAS (ZOOLOGIA);1976;1976;4;175
6;41001010035P8;UFSC;BIOTECNOLOGIA;1995;2005;4;142
6;53001010038P0;UNB;BOTÃ‚NICA;1993;2007;4;157
6;25003011001P0;UFRPE;BOTÃ‚NICA;1973;1993;4;139
6;42004012013P2;FURG;BIOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS;2006;;4;53
6;12001015020P5;UFAM;DIVERSIDADE BIOLÃ“GICA;2005;2006;4;113
6;40004015026P1;UEM;BIOLOGIA COMPARADA;2006;;4;102
6;22001018040P4;UFC;CIÃŠNCIAS MARINHAS TROPICAIS;2001;;4;115
6;12002011009P8;INPA;GENÃ‰TICA, CONSERVAÃ‡ÃƒO E BIOLOGIA EVOLUTIVA;2003;2003;4;66
6;15001016030P9;UFPA;BIOLOGIA AMBIENTAL;2000;2007;4;128
6;28002016006P3;UEFS;BIOTECNOLOGIA;2005;2005;4;99
6;42019010010P0;ULBRA;GENÃ‰TICA E  TOXICOLOGIA APLICADA;2005;2005;4;151
6;42008018001P0;UCS;BIOTECNOLOGIA;1993;2004;4;95
6;33004064080P3;UNESP/BOT;BIOLOGIA GERAL E APLICADA;2004;2004;4;168
6;12002011004P6;INPA;CIÃŠNCIAS BIOLÃ“GICAS (ENTOMOLOGIA);1976;1976;4;66
6;40002012019P2;UEL;CIÃŠNCIAS BIOLÃ“GICAS;2001;;4;101
6;33120013001P4;IBT;BIODIVERSIDADE VEGETAL E MEIO AMBIENTE;2002;2002;4;58
6;15001016022P6;UFPA;ZOOLOGIA;1996;1999;4;128
6;28007018003P6;UESC;GENÃ‰TICA E BIOLOGIA MOLECULAR;2002;2006;4;110
6;32008015008P6;PUC/MG;ZOOLOGIA DE VERTEBRADOS;1998;;4;78
6;24001015029P6;UFPB/J.P.;CIÃŠNCIAS BIOLÃ“GICAS (ZOOLOGIA);1981;1999;4;130
6;40002012005P1;UEL;GENÃ‰TICA E BIOLOGIA MOLECULAR;1989;;4;101
6;30001013014P6;UFES;CIÃŠNCIAS BIOLÃ“GICAS;2001;;4;117
6;32009011001P8;UNIVALE;CIÃŠNCIAS BIOLÃ“GICAS;2006;;4;232
6;33004153023P5;UNESP/SJRP;GENÃ‰TICA;1983;1983;4;177
6;25001019034P2;UFPE;OCEANOGRAFIA;1982;1996;4;131
6;42002010026P8;UFSM;BIODIVERSIDADE ANIMAL;2003;;4;145
6;40001016006P1;UFPR;GENÃ‰TICA;1969;1994;3;133
6;33004064025P2;UNESP/BOT;CIÃŠNCIAS BIOLÃ“GICAS (BOTÃ‚NICA);1981;1990;3;168
6;12001015013P9;UFAM;BIOTECNOLOGIA;2003;2001;3;113
6;40001016004P9;UFPR;BOTÃ‚NICA;1979;;3;133
6;12002011002P3;INPA;CIÃŠNCIAS BIOLÃ“GICAS (BOTÃ‚NICA);1973;1976;3;66
6;31057012001P1;JBRJ;BOTÃ‚NICA;2003;2003;3;74
6;25001019037P1;UFPE;GENÃ‰TICA;1992;2004;3;131
6;52001016005P9;UFG;BIOLOGIA;1980;2004;3;119
6;32002017028P9;UFV;BIOLOGIA CELULAR E ESTRUTURAL;2004;2004;3;149
6;51001012018P0;UFMS;BIOLOGIA VEGETAL;2004;;3;125
6;32006012006P0;UFU;GENÃ‰TICA E BIOQUÃMICA;1994;1999;3;148
6;52002012008P4;UCGO;GENÃ‰TICA;2006;;3;92
6;51002019005P2;UCDB;BIOTECNOLOGIA;2006;;3;91
6;32005016015P3;UFJF;CIÃŠNCIAS BIOLÃ“GICAS;2006;;3;121
6;32005016003P5;UFJF;CIÃŠNCIAS BIOLÃ“GICAS (ZOOLOGIA);1994;;3;121
6;23001011035P3;UFRN;CIÃŠNCIAS BIOLÃ“GICAS;2003;;3;138
6;20001010012P5;UFMA;BIODIVERSIDADE E CONSERVAÃ‡ÃƒO;2005;;3;123
6;12006017001P2;UNINlLTON;BIOLOGIA URBANA;2005;;3;213
6;32002017030P3;UFV;BIOLOGIA ANIMAL;2006;;3;149
6;12008010003P1;UEA;BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÃ”NIA;2003;;3;98
6;41001010043P0;UFSC;BIOLOGIA VEGETAL;1999;;3;142
6;51005018003P9;UFGD;ENTOMOLOGIA E CONSERVAÃ‡ÃƒO DA BIODIVERSIDADEv;2002;;3;120
6;28007018004P2;UESC;ZOOLOGIA;2002;;3;110
6;15002012004P4;UFRA;CIÃŠNCIAS BIOLÃ“GICAS;2001;;3;134
6;23001011019P8;UFRN;GENÃ‰TICA E BIOLOGIA MOLECULAR;1996;;2;138
6;33051011005P4;UNIVAP;CIÃŠNCIAS BIOLÃ“GICAS;1998;;2;234
6;31017010003P7;USU;CIÃŠNCIAS DO MAR;1996;;2;256
7;33003017010P1;UNICAMP;ECOLOGIA;1976;1980;7;182
7;31001017096P5;UFRJ;ECOLOGIA;1990;1995;6;137
7;40004015005P4;UEM;ECOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS;1991;1992;6;102
7;53001010008P4;UNB;ECOLOGIA;1976;1993;6;157
7;33001014003P2;UFSCAR;ECOLOGIA E RECURSOS NATURAIS;1976;1976;6;143
7;42001013008P0;UFRGS;ECOLOGIA;1978;2000;6;136
7;32001010036P5;UFMG;ECOLOGIA (CONSERVAÃ‡ÃƒO E MANEJO DA VIDA SILVESTRE);1989;1997;5;124
7;42007011009P4;UNISINOS;BIOLOGIA;2000;2006;5;224
7;51001012005P6;UFMS;ECOLOGIA E CONSERVAÃ‡ÃƒO;1996;2004;5;125
7;32006012013P7;UFU;ECOLOGIA E CONSERVAÃ‡ÃƒO DE RECURSOS NATURAIS;1999;2005;5;148
