id_area;id_programa;ies;nome_programa;inicio_mestrado;inicio_doutorado;conceito_recomendado;id_instituicao
3;33015015001P7;IFT/UNESP;F?SICA;1971;1971;6;
3;31003010002P7;UFF;F?SICA;1977;1985;6;
3;24001015002P0;UFPB/J.P.;F?SICA;1973;1980;5;
3;33001014011P5;UFSCAR;F?SICA;1988;1991;5;
3;40004015011P4;UEM;F?SICA;1997;;5;
3;53001010002P6;UNB;F?SICA;1969;1990;5;
3;40001016020P4;UFPR;F?SICA;1984;1994;5;
3;23001011010P0;UFRN;F?SICA;1986;1994;5;
3;41001010020P0;UFSC;F?SICA;1988;1996;5;
3;31005012002P6;PUC-RIO;F?SICA;1965;1968;5;
3;40004015016P6;UEM;F?SICA - UEM/UEL;;2000;4;
3;31013015001P9;ON;ASTRONOMIA;1969;1975;4;
3;30001013005P7;UFES;F?SICA;1992;2003;4;
3;31004016022P0;UERJ;F?SICA;1997;2003;4;
3;33010013010P4;INPE;ASTROF?SICA;1994;1994;4;
3;32005016008P7;UFJF;F?SICA;1999;2006;4;
3;26001012002P6;UFAL;F?SICA DA MAT?RIA CONDENSADA;1992;1999;4;
3;42002010019P1;UFSM;F?SICA;1994;1999;4;
3;33004080051P4;UNESP/GUAR;F?SICA;1990;1990;4;
3;27001016008P7;FUFSE;F?SICA;1994;2006;4;
3;32005016023P6;UFJF;F?SICA  - UFV;;2006;4;
3;33011010001P5;ITA;F?SICA;1961;1969;4;
3;32006012018P9;UFU;F?SICA;2002;;4;
3;52001016009P4;UFG;F?SICA;1992;;4;
3;32002017025P0;UFV;FISICA APLICADA;2001;;4;
3;33051011007P7;UNIVAP;F?SICA E ASTRONOMIA;2004;;4;
3;40002012014P0;UEL;F?SICA;1996;;3;
3;28001010002P5;UFBA;F?SICA;1975;2007;3;
3;20001010013P1;UFMA;F?SICA;2005;;3;
3;13001019002P0;UFRR;F?SICA;2006;;3;
3;33004137063P6;UNESP/RC;F?SICA;2000;;3;
3;32003013006P1;UNIFEI;F?SICA E MATEM?TICA APLICADA;2006;;3;
3;40005011008P0;UEPG;CI?NCIAS;2003;;3;
3;50001019012P0;UFMT;F?SICA;2005;;3;
3;15001016037P3;UFPA;F?SICA;2002;;3;
3;41002016011P4;UDESC;F?SICA;2006;;3;
3;12001015006P2;UFAM;F?SICA;1999;;3;
3;31001017118P9;UFRJ;ASTRONOMIA;2003;;3;
3;51001012004P0;UFMS;F?SICA;1995;;2;
4;33001014005P5;UFSCAR;QU?MICA;1980;1987;7;
4;33003017007P0;UNICAMP;QU?MICA;1972;1972;7;
4;33002010191P0;USP;QU?MICA;1970;1970;7;
4;33004030072P8;UNESP/ARAR;QU?MICA;1993;1993;7;
4;42002010012P7;UFSM;QU?MICA;1985;1993;7;
4;41001010022P3;UFSC;QU?MICA;1971;1988;7;
4;33002045005P8;USP/SC;F?SICO-QU?MICA;1971;1976;6;
4;31001017006P6;UFRJ;QU?MICA ORG?NICA;1963;1963;6;
4;25001019036P5;UFPE;QUIMICA;1989;1989;6;
4;32001010005P2;UFMG;QU?MICA;1967;1969;6;
4;42001013040P0;UFRGS;QU?MICA;1985;1998;6;
4;33002029031P8;USP/RP;QU?MICA;1995;1995;5;
4;24001015030P4;UFPB/J.P.;QUIMICA;1986;1999;5;
4;31001017010P3;UFRJ;F?SICO-QU?MICA;1973;1991;5;
4;33002045015P3;USP/SC;QU?MICA (QU?MICA ANAL?TICA);1985;1989;5;
4;28001010004P8;UFBA;QUIMICA;1968;1992;5;
4;22001018005P4;UFC;QU?MICA INORG?NICA;1977;2000;5;
4;31005012005P5;PUC-RIO;QU?MICA (QU?MICA ANAL?TICA INORG?NICA);1969;1971;5;
4;31003010027P0;UFF;QU?MICA ORG?NICA;1991;1999;5;
4;40004015002P5;UEM;QU?MICA;1987;2001;5;
4;53001010005P5;UNB;QU?MICA;1974;1991;5;
4;40001016026P2;UFPR;QU?MICA;1991;1999;5;
4;23001011012P3;UFRN;QUIMICA;1990;2002;4;
4;31001017009P5;UFRJ;QU?MICA DE PRODUTOS NATURAIS;1964;1989;4;
4;22001018004P8;UFC;QU?MICA ORG?NICA;1976;1991;4;
4;31001017104P8;UFRJ;QU?MICA INORG?NICA;1993;1993;4;
4;31007015003P5;IME;QU?MICA;1969;1972;4;
4;32005016009P3;UFJF;QU?MICA;2001;2006;4;
4;31002013001P0;UFRRJ;QU?MICA ORG?NICA;1966;1994;4;
4;26001012003P2;UFAL;QU?MICA E BIOTECNOLOGIA;1992;2000;4;
4;31004016037P8;UERJ;QU?MICA;2004;;4;
4;52001016035P5;UFG;QU?MICA;;2006;4;
4;32006012011P4;UFU;QU?MICA;1998;;4;
4;31003010047P0;UFF;QU?MICA;2002;;4;
4;33093016004P8;UNIFRAN;CI?NCIAS;2002;2006;3;
4;15001016007P7;UFPA;QUIMICA;1987;2005;3;
4;12001015002P7;UFAM;QU?MICA;1987;-1;3;
4;31033016013P0;UENF;CI?NCIAS NATURAIS;2003;2006;3;
4;40002012018P6;UEL;QU?MICA DOS RECURSOS NATURAIS;2000;;3;
4;27001016010P1;FUFSE;QUIMICA;2003;;3;
4;30001013021P2;UFES;QU?MICA;2006;;3;
4;40014010002P7;UNICENTRO;QU?MICA APLICADA;2006;;3;
4;33078017003P0;UNICSUL;QU?MICA;2005;;3;
4;21001014003P9;FUFPI;QUIMICA;1999;;3;
4;28006011003P0;UESB;QUIMICA;2005;;3;
4;31001017117P2;UFRJ;QU?MICA ANAL?TICA;2001;;3;
4;52001016019P0;UFG;QU?MICA;1999;;3;
4;51001012007P9;UFMS;QU?MICA;1996;;3;
4;20001010004P2;UFMA;QUIMICA;1995;;3;
4;13001019003P6;UFRR;QUIMICA;2006;;3;
4;52012018001P1;UEG;CI?NCIAS MOLECULARES;2006;;3;
4;41006011005P0;FURB;QU?MICA;2002;;3;
4;40005011009P6;UEPG;QU?MICA APLICADA;2005;;3;
4;28005015004P0;UNEB;QU?MICA APLICADA;2006;;3;
5;42001013005P0;UFRGS;GEOCI?NCIAS;1968;1968;7;
5;33002010127P0;USP;GEOCI?NCIAS (GEOQU?MICA E GEOTECT?NICA);1986;1986;7;
5;33002010124P0;USP;METEOROLOGIA;1973;1979;7;
5;53001010006P1;UNB;GEOLOGIA;1975;1988;6;
5;15001016017P2;UFPA;GEOLOGIA E GEOQU?MICA;1992;1992;6;
5;31003010004P0;UFF;GEOCI?NCIAS (GEOQU?MICA);1972;1991;6;
5;33010013003P8;INPE;METEOROLOGIA;1968;1974;6;
5;33010013008P0;INPE;GEOF?SICA ESPACIAL;1994;1994;6;
5;40001016002P6;UFPR;CI?NCIAS GEOD?SICAS;1971;1983;5;
5;33010013005P0;INPE;SENSORIAMENTO REMOTO;1972;1998;5;
5;33002010015P7;USP;OCEANOGRAFIA (OCEANOGRAFIA F?SICA);1972;1983;5;
5;33003017038P3;UNICAMP;GEOCI?NCIAS;1983;1994;5;
5;33002010178P3;USP;OCEANOGRAFIA QU?MICA E GEOL?GICA;1998;1998;5;
5;33002010016P3;USP;GEOF?SICA;1975;1979;5;
5;24009016001P5;UFCG;METEOROLOGIA;1978;2003;5;
5;33004137035P2;UNESP/RC;GEOLOGIA REGIONAL;1986;1986;5;
5;33004129043P0;UNESP/PP;CI?NCIAS CARTOGR?FICAS;1997;2000;5;
5;31001017011P0;UFRJ;GEOLOGIA;1968;1968;5;
5;32007019004P4;UFOP;EVOLU??O CRUSTAL E RECURSOS NATURAIS;1984;1995;5;
5;23001011018P1;UFRN;GEODIN?MICA E GEOF?SICA;1996;1999;4;
5;33002010013P4;USP;GEOCI?NCIAS (MINERALOGIA E PETROLOGIA);1970;1970;4;
5;32001010039P4;UFMG;GEOLOGIA;1988;2001;4;
5;40001016028P5;UFPR;GEOLOGIA;1992;1992;4;
5;33002010126P3;USP;GEOCI?NCIAS (RECURSOS MINERAIS E HIDROGEOLOGIA);1970;1970;4;
5;33004137036P9;UNESP/RC;GEOCI?NCIAS E MEIO AMBIENTE;1986;1986;4;
5;42004012007P2;FURG;OCEANOGRAFIA F?SICA, QU?MICA E GEOL?GICA;1997;2004;4;
5;31004016023P7;UERJ;AN?LISE DE BACIAS E FAIXAS M?VEIS;1995;2001;4;
5;42007011002P0;UNISINOS;GEOLOGIA;1992;1998;4;
5;28001010005P4;UFBA;GEOLOGIA;1976;1992;4;
5;25001019007P5;UFPE;GEOCI?NCIAS;1973;1992;4;
5;33002010128P6;USP;GEOCI?NCIAS (GEOLOGIA SEDIMENTAR);1970;1970;4;
5;15001016016P6;UFPA;GEOF?SICA;1992;1992;4;
5;42001013052P9;UFRGS;SENSORIAMENTO REMOTO;1990;;4;
5;22001018027P8;UFC;GEOLOGIA;1995;;4;
5;12001015008P5;UFAM;GEOCI?NCIAS;2000;;4;
5;42003016019P4;UFPEL;METEOROLOGIA;1995;;4;
5;28001010007P7;UFBA;GEOF?SICA;1969;1972;4;
5;31003010029P2;UFF;GEOLOGIA E GEOF?SICA MARINHA;1991;2000;3;
5;33117012003P0;UnG;AN?LISE GEOAMBIENTAL;2005;;3;
5;50001019011P3;UFMT;GEOCI?NCIAS;2005;;3;
5;26001012005P5;UFAL;METEOROLOGIA;1999;;3;
5;31013015002P5;ON;GEOF?SICA;1999;1999;3;
5;25001019052P0;UFPE;CI?NCIAS GEOD?SICAS E TECNOLOGIAS DA GEOINFORMA??O;2001;;3;
6;33003017024P2;UNICAMP;GEN?TICA E BIOLOGIA MOLECULAR;1980;1980;7;
6;42001013068P2;UFRGS;BIOLOGIA CELULAR E MOLECULAR;1998;1998;7;
6;42001013010P4;UFRGS;GEN?TICA E BIOLOGIA MOLECULAR;1968;1963;7;
6;33003017009P3;UNICAMP;BIOLOGIA VEGETAL;1977;1977;6;
6;31001017016P1;UFRJ;CI?NCIAS BIOL?GICAS (GEN?TICA);1976;1978;6;
6;33003017033P1;UNICAMP;BIOLOGIA CELULAR E ESTRUTURAL;1980;1994;6;
6;33002029005P7;USP/RP;CI?NCIAS BIOL?GICAS (GEN?TICA);1971;1971;6;
6;31004016001P3;UERJ;BIOLOGIA (BIOCI?NCIAS NUCLEARES);1975;1994;6;
6;33002010021P7;USP;CI?NCIAS BIOL?GICAS (BIOLOGIA GEN?TICA);1970;1970;6;
6;33002010018P6;USP;CI?NCIAS BIOL?GICAS (BOT?NICA);1970;1970;6;
6;33002010027P5;USP;CI?NCIAS BIOL?GICAS (ZOOLOGIA);1970;1970;6;
6;53001010007P8;UNB;CI?NCIAS BIOL?GICAS (BIOLOGIA MOLECULAR);1973;1991;6;
6;33002010156P0;USP;BIOTECNOLOGIA;1991;1999;5;
6;25001019010P6;UFPE;BIOLOGIA DE FUNGOS;1980;2000;5;
6;33004064012P8;UNESP/BOT;CI?NCIAS BIOL?GICAS (ZOOLOGIA);1980;1980;5;
6;33002029018P1;USP/RP;ENTOMOLOGIA;1980;1993;5;
6;32001010068P4;UFMG;BIOINFORM?TICA;;2002;5;
6;33004064026P9;UNESP/BOT;CI?NCIAS BIOL?GICAS (GEN?TICA);1983;1983;5;
6;40001016005P5;UFPR;CI?NCIAS BIOL?GICAS (ENTOMOLOGIA);1969;1974;5;
6;53003012005P4;UCB;CI?NCIAS GEN?MICAS E BIOTECNOLOGIA;2000;2003;5;
6;22003010017P5;FUNECE;BIOTECNOLOGIA;;2006;5;
6;32001010054P3;UFMG;GEN?TICA;1998;2003;5;
6;42005019002P7;PUC/RS;BIOCI?NCIAS (ZOOLOGIA);1978;1992;5;
6;25001019045P4;UFPE;CI?NCIAS BIOL?GICAS;2004;1994;5;
6;33001014012P1;UFSCAR;GEN?TICA E EVOLU??O;1991;1991;5;
6;28002016002P8;UEFS;BOT?NICA;2000;2002;5;
6;33002010188P9;USP;BIOINFORM?TICA;;2002;5;
6;42001013007P3;UFRGS;BOT?NICA;1969;1992;5;
6;15001016032P1;UFPA;GEN?TICA E BIOLOGIA MOLECULAR;2001;2001;5;
6;32007019006P7;UFOP;CI?NCIAS BIOL?GICAS;1995;2002;5;
6;53001010045P7;UNB;BIOLOGIA ANIMAL;1998;1998;5;
6;32001010061P0;UFMG;BIOLOGIA VEGETAL;2000;2000;5;
6;33004137046P4;UNESP/RC;CI?NCIAS BIOL?GICAS (BIOLOGIA CELULAR E MOLECULAR);1990;1990;5;
6;40004015001P9;UEM;CI?NCIAS BIOL?GICAS (BIOLOGIA CELULAR);1987;1999;5;
6;33004137005P6;UNESP/RC;CI?NCIAS BIOL?GICAS (BIOLOGIA VEGETAL);1976;1976;5;
6;42001013057P0;UFRGS;BIOLOGIA ANIMAL;1994;1999;5;
6;33002029033P0;USP/RP;BIOLOGIA COMPARADA;1998;1998;5;
6;25001019038P8;UFPE;BIOLOGIA VEGETAL;1992;1998;5;
6;31003010039P8;UFF;BIOLOGIA MARINHA;1996;2002;5;
6;33008019005P0;UMC;BIOTECNOLOGIA;2000;2005;4;
6;31001017100P2;UFRJ;BIOTECNOLOGIA VEGETAL;1993;1993;4;
6;42004012001P4;FURG;OCEANOGRAFIA BIOL?GICA;1979;1992;4;
6;33002010025P2;USP;OCEANOGRAFIA (OCEANOGRAFIA BIOL?GICA);1973;1974;4;
6;31001017019P0;UFRJ;CI?NCIAS BIOL?GICAS (ZOOLOGIA);1972;1994;4;
6;40001016008P4;UFPR;ZOOLOGIA;1975;1987;4;
6;32002017021P4;UFV;BOT?NICA;1995;2002;4;
6;31001017014P9;UFRJ;CI?NCIAS BIOL?GICAS (BOT?NICA);1972;1997;4;
6;33004153072P6;UNESP/SJRP;BIOLOGIA ANIMAL;2002;2006;4;
6;42005019029P2;PUC/RS;BIOLOGIA CELULAR E MOLECULAR;2003;2003;4;
6;31002013012P2;UFRRJ;BIOLOGIA ANIMAL;1995;1995;4;
6;25001019041P9;UFPE;BIOLOGIA ANIMAL;1994;;4;
6;33004137003P3;UNESP/RC;CI?NCIAS BIOL?GICAS (ZOOLOGIA);1976;1976;4;
6;41001010035P8;UFSC;BIOTECNOLOGIA;1995;2005;4;
6;53001010038P0;UNB;BOT?NICA;1993;2007;4;
6;25003011001P0;UFRPE;BOT?NICA;1973;1993;4;
6;42004012013P2;FURG;BIOLOGIA DE AMBIENTES AQU?TICOS CONTINENTAIS;2006;;4;
6;12001015020P5;UFAM;DIVERSIDADE BIOL?GICA;2005;2006;4;
6;40004015026P1;UEM;BIOLOGIA COMPARADA;2006;;4;
6;22001018040P4;UFC;CI?NCIAS MARINHAS TROPICAIS;2001;;4;
6;12002011009P8;INPA;GEN?TICA, CONSERVA??O E BIOLOGIA EVOLUTIVA;2003;2003;4;
6;15001016030P9;UFPA;BIOLOGIA AMBIENTAL;2000;2007;4;
6;28002016006P3;UEFS;BIOTECNOLOGIA;2005;2005;4;
6;42019010010P0;ULBRA;GEN?TICA E  TOXICOLOGIA APLICADA;2005;2005;4;
6;42008018001P0;UCS;BIOTECNOLOGIA;1993;2004;4;
6;33004064080P3;UNESP/BOT;BIOLOGIA GERAL E APLICADA;2004;2004;4;
6;12002011004P6;INPA;CI?NCIAS BIOL?GICAS (ENTOMOLOGIA);1976;1976;4;
6;40002012019P2;UEL;CI?NCIAS BIOL?GICAS;2001;;4;
6;33120013001P4;IBT;BIODIVERSIDADE VEGETAL E MEIO AMBIENTE;2002;2002;4;
6;15001016022P6;UFPA;ZOOLOGIA;1996;1999;4;
6;28007018003P6;UESC;GEN?TICA E BIOLOGIA MOLECULAR;2002;2006;4;
6;32008015008P6;PUC/MG;ZOOLOGIA DE VERTEBRADOS;1998;;4;
6;24001015029P6;UFPB/J.P.;CI?NCIAS BIOL?GICAS (ZOOLOGIA);1981;1999;4;
6;40002012005P1;UEL;GEN?TICA E BIOLOGIA MOLECULAR;1989;;4;
6;30001013014P6;UFES;CI?NCIAS BIOL?GICAS;2001;;4;
6;32009011001P8;UNIVALE;CI?NCIAS BIOL?GICAS;2006;;4;
6;33004153023P5;UNESP/SJRP;GEN?TICA;1983;1983;4;
6;25001019034P2;UFPE;OCEANOGRAFIA;1982;1996;4;
6;42002010026P8;UFSM;BIODIVERSIDADE ANIMAL;2003;;4;
6;40001016006P1;UFPR;GEN?TICA;1969;1994;3;
6;33004064025P2;UNESP/BOT;CI?NCIAS BIOL?GICAS (BOT?NICA);1981;1990;3;
6;12001015013P9;UFAM;BIOTECNOLOGIA;2003;2001;3;
6;40001016004P9;UFPR;BOT?NICA;1979;;3;
6;12002011002P3;INPA;CI?NCIAS BIOL?GICAS (BOT?NICA);1973;1976;3;
6;31057012001P1;JBRJ;BOT?NICA;2003;2003;3;
6;25001019037P1;UFPE;GEN?TICA;1992;2004;3;
6;52001016005P9;UFG;BIOLOGIA;1980;2004;3;
6;32002017028P9;UFV;BIOLOGIA CELULAR E ESTRUTURAL;2004;2004;3;
6;51001012018P0;UFMS;BIOLOGIA VEGETAL;2004;;3;
6;32006012006P0;UFU;GEN?TICA E BIOQU?MICA;1994;1999;3;
6;52002012008P4;UCGO;GEN?TICA;2006;;3;
6;51002019005P2;UCDB;BIOTECNOLOGIA;2006;;3;
6;32005016015P3;UFJF;CI?NCIAS BIOL?GICAS;2006;;3;
6;32005016003P5;UFJF;CI?NCIAS BIOL?GICAS (ZOOLOGIA);1994;;3;
6;23001011035P3;UFRN;CI?NCIAS BIOL?GICAS;2003;;3;
6;20001010012P5;UFMA;BIODIVERSIDADE E CONSERVA??O;2005;;3;
6;12006017001P2;UNINlLTON;BIOLOGIA URBANA;2005;;3;
6;32002017030P3;UFV;BIOLOGIA ANIMAL;2006;;3;
6;12008010003P1;UEA;BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZ?NIA;2003;;3;
6;41001010043P0;UFSC;BIOLOGIA VEGETAL;1999;;3;
6;51005018003P9;UFGD;ENTOMOLOGIA E CONSERVA??O DA BIODIVERSIDADEv;2002;;3;
6;28007018004P2;UESC;ZOOLOGIA;2002;;3;
6;15002012004P4;UFRA;CI?NCIAS BIOL?GICAS;2001;;3;
6;23001011019P8;UFRN;GEN?TICA E BIOLOGIA MOLECULAR;1996;;2;
6;33051011005P4;UNIVAP;CI?NCIAS BIOL?GICAS;1998;;2;
6;31017010003P7;USU;CI?NCIAS DO MAR;1996;;2;
7;33003017010P1;UNICAMP;ECOLOGIA;1976;1980;7;
7;31001017096P5;UFRJ;ECOLOGIA;1990;1995;6;
7;40004015005P4;UEM;ECOLOGIA DE AMBIENTES AQU?TICOS CONTINENTAIS;1991;1992;6;
7;53001010008P4;UNB;ECOLOGIA;1976;1993;6;
7;33001014003P2;UFSCAR;ECOLOGIA E RECURSOS NATURAIS;1976;1976;6;
7;42001013008P0;UFRGS;ECOLOGIA;1978;2000;6;
7;32001010036P5;UFMG;ECOLOGIA (CONSERVA??O E MANEJO DA VIDA SILVESTRE);1989;1997;5;
7;42007011009P4;UNISINOS;BIOLOGIA;2000;2006;5;
7;51001012005P6;UFMS;ECOLOGIA E CONSERVA??O;1996;2004;5;
7;32006012013P7;UFU;ECOLOGIA E CONSERVA??O DE RECURSOS NATURAIS;1999;2005;5;
7;12002011003P0;INPA;BIOLOGIA (ECOLOGIA);1976;1976;5;
7;28001010039P6;UFBA;ECOLOGIA E BIOMONITORAMENTO;2000;;5;
7;33002010116P8;USP;ECOLOGIA;1982;1993;5;
7;40001016048P6;UFPR;ECOLOGIA E CONSERVA??O;2003;;5;
7;31004016047P3;UERJ;ECOLOGIA E EVOLU??O;2007;2006;4;
7;52001016026P6;UFG;ECOLOGIA E EVOLU??O;2004;2007;4;
7;31033016014P7;UENF;ECOLOGIA E RECURSOS NATURAIS;2004;2004;4;
7;12002011001P7;INPA;BIOLOGIA DE ?GUA DOCE E PESCA INTERIOR;1976;1984;4;
7;40001016054P6;UFPR;SISTEMAS COSTEIROS E OCE?NICOS;2006;;4;
7;23001011015P2;UFRN;BIOECOLOGIA AQU?TICA;1995;;4;
7;14001012003P9;UNIFAP;BIODIVERSIDADE TROPICAL;2006;2006;4;
7;50001019003P0;UFMT;ECOLOGIA E CONSERVA??O DA BIODIVERSIDADE;1993;;4;
7;32005016012P4;UFJF;ECOLOGIA;2005;;3;
7;28007018006P5;UESC;SISTEMAS AQU?TICOS TROPICAIS;2004;;3;
7;11001011001P8;UFAC;ECOLOGIA E MANEJO DE RECURSOS NATURAIS;1996;;3;
8;32001010006P9;UFMG;BIOQU?MICA E IMUNOLOGIA;1968;1968;7;
8;33002010017P0;USP;CI?NCIAS BIOL?GICAS (BIOQU?MICA);1970;1970;7;
8;42001013006P7;UFRGS;CI?NCIAS BIOL?GICAS (BIOQU?MICA);1968;1992;7;
8;33002029003P4;USP/RP;CI?NCIAS BIOL?GICAS (FARMACOLOGIA);1970;1970;7;
8;32001010007P5;UFMG;CI?NCIAS BIOL?GICAS (FISIOLOGIA E FARMACOLOGIA);1972;1994;7;
8;33002029004P0;USP/RP;FISIOLOGIA;1970;1970;7;
8;33009015001P0;UNIFESP;CI?NCIAS BIOL?GICAS (BIOLOGIA MOLECULAR);1970;1970;7;
8;31001017012P6;UFRJ;CI?NCIAS BIOL?GICAS (BIOF?SICA);1963;1963;7;
8;31001017087P6;UFRJ;QU?MICA BIOL?GICA;1988;1988;7;
8;31001017105P4;UFRJ;CI?NCIAS MORFOL?GICAS;1995;1995;6;
8;40001016003P2;UFPR;CI?NCIAS (BIOQU?MICA);1965;1965;6;
8;33003017040P8;UNICAMP;BIOLOGIA FUNCIONAL E MOLECULAR;1985;1990;6;
8;33002010172P5;USP;CI?NCIAS (FISIOLOGIA HUMANA);1994;1994;6;
8;22001018007P7;UFC;FARMACOLOGIA;1978;1991;6;
8;33002010019P2;USP;FARMACOLOGIA;1977;1982;6;
